"cptid","cpt_code","descript_short","descript_med","descript_long"
4317,"52356",CYSTO/URETERO W/LITHOTRIPSY,CYSTO/URETERO W/LITHOTRIPSY &INDWELL STENT INSRT,"Cystourethroscopy, with ureteroscopy and/or pyeloscopy; with lithotripsy including insertion of indwelling ureteral stent (eg, Gibbons or double-J type)"
4445,"54060",EXCISION OF PENIS LESION(S),DSTRJ LESION PENIS SIMPLE SURG EXCISION,"Destruction of lesion(s), penis (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; surgical excision"
4573,"51050",REMOVAL OF BLADDER STONE,CYSTOLITHOTOMY CYSTOTOMY W/RMVL CALCULUS,"Cystolithotomy, cystotomy with removal of calculus, without vesical neck resection"
4002,"46710",REPR PER/VAG POUCH SNGL PRO,RPR ILEOANAL POUCH FSTL/POUCH ADVMNT TPRNL APPR,"Repair of ileoanal pouch fistula/sinus (eg, perineal or vaginal), pouch advancement; transperineal approach"
4653,"53665",DILATION OF URETHRA,DILAT FEMALE URETHRA GENERAL/CNDJ SPINAL ANES,"Dilation of female urethra, general or conduction (spinal) anesthesia"
4086,"44378",SMALL BOWEL ENDOSCOPY,ENTEROSCOPY > 2ND PRTN ILEUM CONTROL BLEEDING,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, including ileum; with control of bleeding (eg, injection, bipolar cautery, unipolar cautery, laser, heater probe, stapler, plasma coagulator)"
4749,"58565",HYSTEROSCOPY STERILIZATION,HYSTEROSCOPY BI TUBE OCCLUSION W/PERM IMPLNTS,"Hysteroscopy, surgical; with bilateral fallopian tube cannulation to induce occlusion by placement of permanent implants"
4877,"54535",EXTENSIVE TESTIS SURGERY,ORCHIECTOMY RADICAL TUMOR W/ABDOMINAL EXPL,"Orchiectomy, radical, for tumor; with abdominal exploration"
4290,"47144",PREP DONOR LIVER 3-SEGMENT,BKBENCH PREPJ CADAVER WHOLE LIVER GRF I&IV VII,"Backbench standard preparation of cadaver donor whole liver graft prior to allotransplantation, including cholecystectomy, if necessary, and dissection and removal of surrounding soft tissues to prepare the vena cava, portal vein, hepatic artery, and common bile duct for implantation; with trisegment split of whole liver graft into 2 partial liver grafts (ie, left lateral segment [segments II and III] and right trisegment [segments I and IV through VIII])"
4961,"61563",EXCISION OF SKULL TUMOR,EXC BENIGN TUM CRANIAL BONE W/O OPTIC NRV DCMPRN,"Excision, intra and extracranial, benign tumor of cranial bone (eg, fibrous dysplasia); without optic nerve decompression"
5089,"58900",BIOPSY OF OVARY(S),BIOPSY OVARY UNI/BI SEPARATE PROCEDURE,"Biopsy of ovary, unilateral or bilateral (separate procedure)"
4506,"53230",REMOVAL OF URETHRA LESION,EXC URETHRAL DIVERTICULUM SPX FEMALE,Excision of urethral diverticulum (separate procedure); female
5177,"62270",SPINAL FLUID TAP DIAGNOSTIC,SPINAL PUNCTURE LUMBAR DIAGNOSTIC,"Spinal puncture, lumbar, diagnostic"
4598,"50725",RELEASE/REVISE URETER,URTROLSS RETROCAVAL URTR W/REANAST,"Ureterolysis for retrocaval ureter, with reanastomosis of upper urinary tract or vena cava"
4726,"57330",REPAIR BLADDER-VAGINA LESIO,CLSR VESICOVAG FSTL TRANSVESICAL&VAG APPR,Closure of vesicovaginal fistula; transvesical and vaginal approach
5373,"82960",TEST FOR G6PD ENZYME,GLUC-6-PHOSPHATE DEHYDROGENASE SCREEN,Glucose-6-phosphate dehydrogenase (G6PD); screen
4834,"54620",SUSPENSION OF TESTIS,FIXATION CONTRALATERAL TESTIS SEPARATE PROCEDURE,Fixation of contralateral testis (separate procedure)
5453,"64818",REMOVE SYMPATHETIC NERVES,SYMPATHECTOMY LUMBAR,"Sympathectomy, lumbar"
4934,"60300",ASPIR/INJ THYROID CYST,ASPIRATION AND/OR INJECTION THYROID CYST,"Aspiration and/or injection, thyroid cyst"
5062,"61460",INCISE SKULL FOR SURGERY,CRANIECTOMY SUBOCCIPITAL SECTION 1/> CRANIAL NR,"Craniectomy, suboccipital; for section of 1 or more cranial nerves"
5653,"67880",REVISION OF EYELID,CONSTJ INTERMARGIN ADHES/TARSORRH/CANTHORRHAPY,"Construction of intermarginal adhesions, median tarsorrhaphy, or canthorrhaphy;"
5134,"58700",REMOVAL OF FALLOPIAN TUBE,SALPINGECTOMY COMPLETE/PARTIAL UNI/BI SPX,"Salpingectomy, complete or partial, unilateral or bilateral (separate procedure)"
5262,"62145",REPAIR OF SKULL & BRAIN,CRANIOPLASTY SKULL DEFECT REPARATIVE BRAIN SURG,Cranioplasty for skull defect with reparative brain surgery
5857,"70250",X-RAY EXAM OF SKULL,RADIOLOGIC EXAMINATION SKULL 4/> VIEWS,"Radiologic examination, skull; less than 4 views"
5322,"61540",REMOVAL OF BRAIN TISSUE,CRANIOT LOBECTOMY OTH/THN TEMPORAL LOBE W/O ECOG,"Craniotomy with elevation of bone flap; for lobectomy, other than temporal lobe, partial or total, without electrocorticography during surgery"
5969,"70487",CT MAXILLOFACIAL W/DYE,CT MAXILLOFACIAL W/CONTRAST MATERIAL,"Computed tomography, maxillofacial area; with contrast material(s)"
6097,"68320",REVISE/GRAFT EYELID LINING,CONJUNCTIVOPLASTY W/GRF/XTNSV REARRANGEMENT,Conjunctivoplasty; with conjunctival graft or extensive rearrangement
5526,"64530",N BLOCK INJ CELIAC PELUS,INJX ANES CELIAC PLEXUS W/WO RADIOLOGIC MONITRNG,"Injection, anesthetic agent; celiac plexus, with or without radiologic monitoring"
6165,"73080",X-RAY EXAM OF ELBOW,RADEX ELBOW COMPLETE MINIMUM 3 VIEWS,"Radiologic examination, elbow; complete, minimum of 3 views"
6293,"74355",X-RAY GUIDE INTESTINAL TUBE,PERCUTANEOUS PLACEMENT ENTEROCLYSIS TUBE RS&I,"Percutaneous placement of enteroclysis tube, radiological supervision and interpretation"
23,"00532",ANESTH VASCULAR ACCESS,ANESTHESIA ACCESS CENTRAL VENOUS CIRCULATION,Anesthesia for access to central venous circulation
151,"23106",INCISION OF COLLARBONE JOIN,ARTHRT GLENOHUMRL JT STRNCLAV JT W/SYNVCT W/WOBX,"Arthrotomy; sternoclavicular joint, with synovectomy, with or without biopsy"
279,"00454",ANESTH COLLAR BONE BIOPSY,ANESTHESIA CLAVICLE & SCAPULA BIOPSY CLAVICLE,Anesthesia for procedures on clavicle and scapula; biopsy of clavicle
407,"15272",SKIN SUB GRAFT T/A/L ADD-ON,APP SKN SUB GRFT T/A/L AREA/100SQ CM EA ADL 25SC,"Application of skin substitute graft to trunk, arms, legs, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (List separately in addition to code for primary procedure)"
48,"00630",ANESTH SPINE CORD SURGERY,ANESTHESIA LUMBAR REGION NOS,Anesthesia for procedures in lumbar region; not otherwise specified
176,"28108",REMOVAL OF TOE LESIONS,EXC/CURTG CST/B9 TUM PHALANGES FOOT,"Excision or curettage of bone cyst or benign tumor, phalanges of foot"
611,"11404",EXC TR-EXT B9+MARG 3.1-4 CM,EXC B9 LESION MRGN XCP SK TG T/A/L 3.1-4.0 CM,"Excision, benign lesion including margins, except skin tag (unless listed elsewhere), trunk, arms or legs; excised diameter 3.1 to 4.0 cm"
272,"28200",REPAIR OF FOOT TENDON,RPR TDN FLXR FOOT 1/2 W/O FREE GRAFG EACH TENDON,"Repair, tendon, flexor, foot; primary or secondary, without free graft, each tendon"
707,"21011",EXC FACE LES SC <2 CM,EXCISION TUMOR SOFT TISS FACE/SCALP SUBQ <2CM,"Excision, tumor, soft tissue of face or scalp, subcutaneous; less than 2 cm"
835,"21263",REVISE EYE SOCKETS,PERIORBITAL OSTEOTOMIES W/BONE GRAFTS W/FOREHEAD,"Periorbital osteotomies for orbital hypertelorism, with bone grafts; with forehead advancement"
963,"20501",INJECT SINUS TRACT FOR X-RA,INJECTION SINUS TRACT DIAGNOSTIC,Injection of sinus tract; diagnostic (sinogram)
456,"14301",TIS TRNFR ANY 30.1-60 SQ CM,ADJNT TIS TRNSFR/REARGMT ANY AREA 30.1-60 SQ CM,"Adjacent tissue transfer or rearrangement, any area; defect 30.1 sq cm to 60.0 sq cm"
584,"11721",DEBRIDE NAIL 6 OR MORE,DEBRIDEMENT NAIL ANY METHOD 6/>,Debridement of nail(s) by any method(s); 6 or more
1019,"23410",REPAIR ROTATOR CUFF ACUTE,OPEN REPAIR OF ROTATOR CUFF ACUTE,"Repair of ruptured musculotendinous cuff (eg, rotator cuff) open; acute"
680,"12001",RPR S/N/AX/GEN/TRNK 2.5CM/<,SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,"Simple repair of superficial wounds of scalp, neck, axillae, external genitalia, trunk and/or extremities (including hands and feet); 2.5 cm or less"
808,"21246",RECONSTRUCTION OF JAW,RCNSTJ MNDBL/MAXL SUBPRIOSTEAL IMPLANT COMPLETE,"Reconstruction of mandible or maxilla, subperiosteal implant; complete"
1235,"25450",REVISION OF WRIST JOINT,EPIPHYSL ARRST EPIPHYSIOD/STAPLING DSTL RDS/U,Epiphyseal arrest by epiphysiodesis or stapling; distal radius OR ulna
892,"19306",MAST RAD URBAN TYPE,MAST RAD W/PECTORAL MUSC AX INT MAM LYMPH NODES,"Mastectomy, radical, including pectoral muscles, axillary and internal mammary lymph nodes (Urban type operation)"
1339,"26020",DRAIN HAND TENDON SHEATH,DRAINAGE TENDON SHEATH DIGIT&/PALM EACH,"Drainage of tendon sheath, digit and/or palm, each"
1467,"24343",REPR ELBOW LAT LIGMNT W/TIS,REPAIR LATERAL COLLATERAL LIGAMENT ELBOW,"Repair lateral collateral ligament, elbow, with local tissue"
1100,"23405",INCISION OF TENDON & MUSCLE,TENOTOMY SHOULDER AREA 1 TENDON,"Tenotomy, shoulder area; single tendon"
1543,"27147",REVISION OF HIP BONE,OSTEOTOMY ILIAC ACETABULAR/INNOMINATE HIP RDCTJ,"Osteotomy, iliac, acetabular or innominate bone; with open reduction of hip"
1671,"26110",BIOPSY FINGER JOINT LINING,ARTHROTOMY BIOPSY INTERPHALANGEAL JOINT EACH,"Arthrotomy with biopsy; interphalangeal joint, each"
1799,"26520",RELEASE KNUCKLE CONTRACTURE,CAPSULECTOMY/CAPSULOTOMY MTCARPHLNGL JOINT EACH,"Capsulectomy or capsulotomy; metacarpophalangeal joint, each joint"
1264,"25071",EXC FOREARM LES SC 3 CM/>,EXC TUMOR SOFT TISS FOREARM AND/WRIST SUBQ 3CM/>,"Excision, tumor, soft tissue of forearm and/or wrist area, subcutaneous; 3 cm or greater"
1891,"28055",NEURECTOMY FOOT,NEURECTOMY INTRINSIC MUSCULATURE OF FOOT,"Neurectomy, intrinsic musculature of foot"
1344,"26055",INCISE FINGER TENDON SHEATH,TENDON SHEATH INCISION,"Tendon sheath incision (eg, for trigger finger)"
1472,"26477",TENDON SHORTENING,SHORTENING TENDON EXTENSOR HAND/FINGER EACH,"Shortening of tendon, extensor, hand or finger, each tendon"
2095,"29899",ANKLE ARTHROSCOPY/SURGERY,ARTHROSCOPY ANKLE SURGICAL W/ANKLE ARTHRODESIS,"Arthroscopy, ankle (tibiotalar and fibulotalar joints), surgical; with ankle arthrodesis"
1540,"24670",TREAT ULNAR FRACTURE,CLOSED TX ULNAR FRACTURE PROXIMAL END W/O MANJ,"Closed treatment of ulnar fracture, proximal end (eg, olecranon or coronoid process[es]); without manipulation"
1668,"27284",FUSION OF HIP JOINT,ARTHRODESIS HIP JOINT W/OBTAINING GRAFT,"Arthrodesis, hip joint (including obtaining graft);"
2291,"29200",STRAPPING OF CHEST,STRAPPING THORAX,Strapping; thorax
1728,"27510",TREATMENT OF THIGH FRACTURE,CLTX FEM FX DSTL END MEDIAL/LAT CONDYLE W/MANJ,"Closed treatment of femoral fracture, distal end, medial or lateral condyle, with manipulation"
1856,"27732",REPAIR OF FIBULA EPIPHYSIS,ARREST EPIPHYSEAL OPEN DISTAL FIBULA,"Arrest, epiphyseal (epiphysiodesis), open; distal fibula"
1984,"27472",REPAIR/GRAFT OF THIGH,RPR NON/MAL FEMUR DSTL H/N W/ILIAC/AUTOG BONE,"Repair, nonunion or malunion, femur, distal to head and neck; with iliac or other autogenous bone graft (includes obtaining graft)"
2439,"32035",THORACOSTOMY W/RIB RESECTIO,THORACOSTOMY W/RIB RESECTION EMPYEMA,Thoracostomy; with rib resection for empyema
2567,"32609",THORACOSCOPY W/BX PLEURA,THORACOSCOPY WITH BIOPSYIES OF PLEURA,Thoracoscopy; with biopsy(ies) of pleura
2695,"31629",BRONCHOSCOPY/NEEDLE BX EACH,BRONCHOSCOPY NEEDLE BX TRACHEA MAIN STEM&/BRON,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with transbronchial needle aspiration biopsy(s), trachea, main stem and/or lobar bronchus(i)"
2128,"27680",RELEASE OF LOWER LEG TENDON,TENOLYSIS FLXR/XTNSR TENDON LEG&/ANKLE 1 EACH,"Tenolysis, flexor or extensor tendon, leg and/or ankle; single, each tendon"
2767,"33915",REMOVE LUNG ARTERY EMBOLI,PULMONARY ARTERY EMBOLECTOMY W/O CARD BYPASS,Pulmonary artery embolectomy; without cardiopulmonary bypass
2895,"34843",ENDOVASC VISC AORTA 3 GRAFT,ENDOVASC VISCER AORTA REPAIR FENEST 3 ENDOGRAFT,"Endovascular repair of visceral aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) by deployment of a fenestrated visceral aortic endograft and all associated radiological supervision and interpretation, including target zone angioplasty, when performed; including three visceral artery endoprostheses (superior mesenteric, celiac and/or renal artery[s])"
2372,"31645",BRONCHOSCOPY CLEAR AIRWAYS,BRNCHSC W/THER ASPIR TRACHEOBRNCL TREE 1ST,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with therapeutic aspiration of tracheobronchial tree, initial (eg, drainage of lung abscess)"
2967,"33503",CORONARY ARTERY GRAFT,RPR ANOM CORONARY ARTERY PULM ART ORIGIN GRAFT,"Repair of anomalous coronary artery from pulmonary artery origin; by graft, without cardiopulmonary bypass"
2468,"29884",KNEE ARTHROSCOPY/SURGERY,ARTHROSCOPY KNEE W/LYSIS ADHESIONS W/WO MANJ SPX,"Arthroscopy, knee, surgical; with lysis of adhesions, with or without manipulation (separate procedure)"
2596,"31267",ENDOSCOPY MAXILLARY SINUS,NSL/SINUS NDSC MAX ANTROST W/RMVL TISS MAX SINUS,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy; with removal of tissue from maxillary sinus"
3171,"35256",REPAIR BLOOD VESSEL LESION,REPAIR BLOOD VESSEL VEIN GRAFT LOWER EXTREMITY,Repair blood vessel with vein graft; lower extremity
2712,"33622",REDO COMPL CARDIAC ANOMALY,RECONSTRUCTION COMPLEX CARDIAC ANOMALY,"Reconstruction of complex cardiac anomaly (eg, single ventricle or hypoplastic left heart) with palliation of single ventricle with aortic outflow obstruction and aortic arch hypoplasia, creation of cavopulmonary anastomosis, and removal of right and left pulmonary bands (eg, hybrid approach stage 2, Norwood, bidirectional Glenn, pulmonary artery debanding)"
3267,"35526",ART BYP GRFT AOR/CAROT/INNO,BYPASS W/VEIN AORTOSUBCLAV/CAROTID/INNOMINATE,"Bypass graft, with vein; aortosubclavian, aortoinnominate, or aortocarotid"
2800,"32551",INSERTION OF CHEST TUBE,TUBE THORACOSTOMY INCLUDES WATER SEAL,"Tube thoracostomy, includes connection to drainage system (eg, water seal), when performed, open (separate procedure)"
2928,"33261",ABLATE HEART DYSRHYTHM FOCU,OPRATIVE ABLTJ VENTR ARRHYTHMOGENIC FOC W/BYPASS,Operative ablation of ventricular arrhythmogenic focus with cardiopulmonary bypass
3495,"37241",VASC EMBOLIZE/OCCLUDE VENOU,VASCULAR EMBOLIZATION OR OCCLUSION VENOUS RS&I,"Vascular embolization or occlusion, inclusive of all radiological supervision and interpretation, intraprocedural roadmapping, and imaging guidance necessary to complete the intervention; venous, other than hemorrhage (eg, congenital or acquired venous malformations, venous and capillary hemangiomas, varices, varicoceles)"
3008,"35371",RECHANNELING OF ARTERY,TEAEC W/WO PATCH GRAFT COMMON FEMORAL,"Thromboendarterectomy, including patch graft, if performed; common femoral"
3136,"34842",ENDOVASC VISC AORTA 2 GRAFT,ENDOVASC VISCER AORTA REPAIR FENEST 2 ENDOGRAFT,"Endovascular repair of visceral aorta (eg, aneurysm, pseudoaneurysm, dissection, penetrating ulcer, intramural hematoma, or traumatic disruption) by deployment of a fenestrated visceral aortic endograft and all associated radiological supervision and interpretation, including target zone angioplasty, when performed; including two visceral artery endoprostheses (superior mesenteric, celiac and/or renal artery[s])"
3575,"43325",REVISE ESOPHAGUS & STOMACH,ESOPG/GSTR FUNDOPLASTY W/FUNDIC PATCH,Esophagogastric fundoplasty; with fundic patch (Thal-Nissen procedure)
3703,"42340",REMOVAL OF SALIVARY STONE,SIALOLITHOTOMY PRTD XTRORAL/COMP INTRAORAL,"Sialolithotomy; parotid, extraoral or complicated intraoral"
3831,"43123",PARTIAL REMOVAL OF ESOPHAGU,PRTL ESPHG THORACOABDL/ABDL APPR NTRPSTJ/RCNSTJ,"Partial esophagectomy, thoracoabdominal or abdominal approach, with or without proximal gastrectomy; with colon interposition or small intestine reconstruction, including intestine mobilization, preparation, and anastomosis(es)"
3292,"35883",REVISE GRAFT W/NONAUTO GRAF,REVISION FEMORAL ANAST OPEN NONAUTOG GRAFT,"Revision, femoral anastomosis of synthetic arterial bypass graft in groin, open; with nonautogenous patch graft (eg, Dacron, ePTFE, bovine pericardium)"
3420,"36481",INSERTION OF CATHETER VEIN,PRQ PORTAL VEIN CATHETERIZATION ANY METHOD,Percutaneous portal vein catheterization by any method
3548,"43280",LAPAROSCOPY FUNDOPLASTY,LAPS SURG ESOPG/GSTR FUNDOPLASTY,"Laparoscopy, surgical, esophagogastric fundoplasty (eg, Nissen, Toupet procedures)"
3999,"46262",REMOVE IN/EX HEM GRPS W/FIS,HRHC 2/> COL/GRP W/FSTULECTMY INCL FSSRECTMY,"Hemorrhoidectomy, internal and external, 2 or more columns/groups; with fistulectomy, including fissurectomy, when performed"
3632,"40842",RECONSTRUCTION OF MOUTH,VESTIBULOPLASTY POSTERIOR UNILATERAL,"Vestibuloplasty; posterior, unilateral"
4075,"49451",REPLACE DUOD/JEJ TUBE PERC,REPLACE DUODENOSTOMY/JEJUNOSTOMY TUBE PERQ,"Replacement of duodenostomy or jejunostomy tube, percutaneous, under fluoroscopic guidance including contrast injection(s), image documentation and report"
4203,"45800",REPAIR RECT/BLADDER FISTULA,CLOSURE RECTOVESICAL FISTULA,Closure of rectovesical fistula;
4331,"47300",SURGERY FOR LIVER LESION,MARSUPIALIZATION CST/ABSC LVR,Marsupialization of cyst or abscess of liver
3800,"43248",EGD GUIDE WIRE INSERTION,EGD INSERT GUIDE WIRE DILATOR PASSAGE ESOPHAGUS,"Esophagogastroduodenoscopy, flexible, transoral; with insertion of guide wire followed by passage of dilator(s) through esophagus over guide wire"
4427,"53446",REMOVE URO SPHINCTER,REMVL INFLATABLE URETHRAL/BLADDER NECK SPHINCTER,"Removal of inflatable urethral/bladder neck sphincter, including pump, reservoir, and cuff"
4555,"50750",FUSION OF URETER & KIDNEY,URETEROCALYCOSTOMY ANAST URETER RENAL CALYX,"Ureterocalycostomy, anastomosis of ureter to renal calyx"
3996,"46608",ANOSCOPY REMOVE FOR BODY,ANOSCOPY W/RMVL FOREIGN BODY,Anoscopy; with removal of foreign body
4643,"53502",REPAIR OF URETHRA INJURY,URETHRORRHAPHY SUTR URETHRAL WOUND/INJ FEMALE,"Urethrorrhaphy, suture of urethral wound or injury, female"
4771,"58957",RESECT RECURRENT GYN MAL,RESECJ RECUR OVARIAN/TUBAL/PERITONEAL MALIGNANCY,"Resection (tumor debulking) of recurrent ovarian, tubal, primary peritoneal, uterine malignancy (intra-abdominal, retroperitoneal tumors), with omentectomy, if performed;"
4204,"49655",LAP INC HERN REPAIR COMP,LAPS RPR INCISIONAL HERNIA NCRC8/STRANGULATED,"Laparoscopy, surgical, repair, incisional hernia (includes mesh insertion, when performed); incarcerated or strangulated"
4855,"61533",IMPLANT BRAIN ELECTRODES,CRANIOT SUBDURAL IMPLT ELCTRD SEIZURE MONITORING,"Craniotomy with elevation of bone flap; for subdural implantation of an electrode array, for long-term seizure monitoring"
